N_Ahalf,N_Bhalf,N_Chalf,N_A%,N_B%,N_C%,AnN_A%,AnN_B%,AnN_C%,tfinal,iterlength,elementtotal,timestep
2.53,11.05,stable,0.3171991769763033,34.88222337235737,64.80057745066631,0.3171991769763041,34.32858222852266,65.35421859450102,60.0,0.5,3,21.5
2.53,11.05,stable,0.27659221854049354,33.84575888260403,65.87764889885545,0.2765922185404943,33.308568220710384,66.41483956074912,60.0,0.5,3,22.0
2.53,11.05,stable,0.24118365024278546,32.83609930413804,66.92271704561915,0.2411836502427862,32.31493368393793,67.44388266581927,60.0,0.5,3,22.5
2.53,11.05,stable,0.2103079886027891,31.853082455175702,67.93660955622148,0.21030798860278963,31.347519010526696,68.44217300087051,60.0,0.5,3,23.0
2.53,11.05,stable,0.18338494348861406,30.8964659683324,68.92014908817896,0.1833849434886146,30.40608567988114,69.41052937663024,60.0,0.5,3,23.5
2.53,11.05,stable,0.15990851190079886,29.96594067275939,69.87415081533979,0.15990851190079935,29.490329428227973,70.34976205987121,60.0,0.5,3,24.0
2.53,11.05,stable,0.13943746793975786,29.06114216689191,70.79942036516832,0.13943746793975823,28.599891637684774,71.26067089437545,60.0,0.5,3,24.5
2.53,11.05,stable,0.1215870702212061,28.181660816413192,71.69675211336559,0.12158707022120643,27.734369175539022,72.14404375423976,60.0,0.5,3,25.0
2.53,11.05,stable,0.10602183088525019,27.32705038191399,72.56692778720075,0.10602183088525051,26.893322884971774,73.00065528414297,60.0,0.5,3,25.5
2.53,11.05,stable,0.09244921029687006,26.496835454461195,73.41071533524193,0.09244921029687037,26.07628490261096,73.83126588709216,60.0,0.5,3,26.0
2.53,11.05,stable,0.08061411893334837,25.69051785438871,74.22886802667794,0.08061411893334859,25.282764955762378,74.63662092530427,60.0,0.5,3,26.5
2.53,11.05,stable,0.07029412312481431,24.90758212865733,75.02212374821785,0.07029412312481453,24.512255772517005,75.41745010435818,60.0,0.5,3,27.0
2.53,11.05,stable,0.06129526454257949,24.14750026472282,75.7912044707346,0.06129526454257969,23.764237720801823,76.1744670146556,60.0,0.5,3,27.5
2.53,11.05,stable,0.05344841486497635,23.409735723674576,76.53681586146044,0.05344841486497655,23.038182777505607,76.9083688076294,60.0,0.5,3,28.0
2.53,11.05,stable,0.04660609710876051,22.693746882176065,77.25964702071516,0.04660609710876065,22.33355791578982,77.6198359871014,60.0,0.5,3,28.5
2.53,11.05,stable,0.04063971388484648,21.998989961202767,77.96037032491238,0.04063971388484662,21.64982798734246,78.30953229877268,60.0,0.5,3,29.0
2.53,11.05,stable,0.03543713048505271,21.32492150951745,78.63964135999748,0.03543713048505285,20.98645816643621,78.97810470307873,60.0,0.5,3,29.5
2.53,11.05,stable,0.03090056737537477,20.67100050105566,79.29809893156894,0.030900567375374898,20.342916014024897,79.62618341859971,60.0,0.5,3,30.0
2.53,11.05,stable,0.0269447624864216,20.03669009775233,79.93636513976122,0.02694476248642172,19.718673212590936,80.25438202492263,60.0,0.5,3,30.5
2.53,11.05,stable,0.02349536876233061,19.42145912267845,80.55504550855919,0.02349536876233068,19.113207015900773,80.8632976153369,60.0,0.5,3,31.0
2.53,11.05,stable,0.02048755685102399,18.824783282549774,81.15472916059917,0.020487556851024057,18.526001452110307,81.45351099103867,60.0,0.5,3,31.5
2.53,11.05,stable,0.017864796674181,18.246146173608,81.73598902971779,0.01786479667418106,17.95654831368097,82.02558688964484,60.0,0.5,3,32.0
2.53,11.05,stable,0.01557779497724137,17.68504010046291,82.29938210455981,0.015577794977241426,17.404347963225412,82.58007424179733,60.0,0.5,3,32.5
2.53,11.05,stable,0.013583568891309052,17.14096673363894,82.84544969746972,0.013583568891309105,16.868909980617715,83.11750645049098,60.0,0.5,3,33.0
2.53,11.05,stable,0.01184463809509027,16.61343762821838,83.3747177336865,0.01184463809509032,16.349753673404813,83.63840168850008,60.0,0.5,3,33.5
2.53,11.05,stable,0.010328320394018584,16.101974623053085,83.88769705655287,0.01032832039401863,15.846408469682,84.14326320992397,60.0,0.5,3,34.0
2.53,11.05,stable,0.009006117477385635,15.606110137471521,84.38488374505107,0.009006117477385663,15.35841421009073,84.63257967243189,60.0,0.5,3,34.5
2.53,11.05,stable,0.007853179309139572,15.12538738019066,84.86675944050018,0.007853179309139598,14.885321353414747,85.1068254672761,60.0,0.5,3,35.0
2.53,11.05,stable,0.006847837085887161,14.659360483209976,85.3337916797041,0.006847837085887185,14.426691108348937,85.56646105456518,60.0,0.5,3,35.5
2.53,11.05,stable,0.005971195984316491,14.207594571781767,85.78643423223389,0.005971195984316514,13.982095502359078,86.01193330165658,60.0,0.5,3,36.0
2.53,11.05,stable,0.005206780043964515,13.769665780085592,86.22512743987042,0.005206780043964536,13.551117397107532,86.44367582284849,60.0,0.5,3,36.5
2.53,11.05,stable,0.004540222511107278,13.345161220957628,86.65029855653124,0.004540222511107298,13.133350458663033,86.86210931882586,60.0,0.5,3,37.0
2.53,11.05,stable,0.00395899582396605,12.933678916913381,87.06236208726263,0.003958995823966069,12.728399089618168,87.26764191455786,60.0,0.5,3,37.5
2.53,11.05,stable,0.0034521761644580942,12.534827698733688,87.46172012510183,0.0034521761644581055,12.33587832928503,87.6606694945505,60.0,0.5,3,38.0
2.53,11.05,stable,0.0030102381513789638,12.148227077040683,87.84876268480792,0.003010238151378974,11.955413727309477,88.04157603453913,60.0,0.5,3,38.5
2.53,11.05,stable,0.0026248758163938822,11.773507091556361,88.22386803262722,0.002624875816393892,11.586641195322215,88.41073392886139,60.0,0.5,3,39.0
2.53,11.05,stable,0.002288846498185937,11.410308142097472,88.58740301140432,0.0022888464981859463,11.229206840616119,88.76850431288568,60.0,0.5,3,39.5
2.53,11.05,stable,0.0019958347208422385,11.058280804804625,88.93972336047452,0.0019958347208422467,10.88276678529207,89.1152373799871,60.0,0.5,3,40.0
2.53,11.05,stable,0.0017403334981513571,10.71708563661982,89.28117402988201,0.0017403334981513652,10.546986973839783,89.45127269266206,60.0,0.5,3,40.5
2.53,11.05,stable,0.0015175408329952335,10.38639297060614,89.61208948856084,0.0015175408329952409,10.221542971706128,89.77693948746088,60.0,0.5,3,41.0
2.53,11.05,stable,0.0013232694666017288,10.065882704337541,89.93279402619584,0.0013232694666017333,9.906119757043545,90.09255697348985,60.0,0.5,3,41.5
2.53,11.05,stable,0.0011538681814474271,9.755244083268979,90.24360204854955,0.0011538681814474315,9.600411507518443,90.3984346243001,60.0,0.5,3,42.0
2.53,11.05,stable,0.0010061531787444427,9.454175480720902,90.54481836610033,0.0010061531787444468,9.304121383787733,90.69487246303352,60.0,0.5,3,42.5
2.53,11.05,stable,0.0008773482407909445,9.162384175872393,90.83673847588679,0.0008773482407909484,9.016961311015603,90.98216134074362,60.0,0.5,3,43.0
2.53,11.05,stable,0.0007650325535715221,8.879586130949038,91.11964883649736,0.0007650325535715258,8.738651759597785,91.26058320784864,60.0,0.5,3,43.5
2.53,11.05,stable,0.0006670952089634654,8.605505768611046,91.39382713617997,0.0006670952089634687,8.468921526082937,91.5304113787081,60.0,0.5,3,44.0
2.53,11.05,stable,0.0005816955314443432,8.339875750390547,91.65954255407799,0.0005816955314443463,8.207507515126496,91.79191078934207,60.0,0.5,3,44.5
2.53,11.05,stable,0.0005072284836643885,8.082436756891283,91.91705601462503,0.0005072284836643904,7.9541545231790005,92.04533824833733,60.0,0.5,3,45.0
2.53,11.05,stable,0.0004422945007015091,7.83293727034649,92.1666204351528,0.00044229450070151094,7.708615024495138,92.29094268100415,60.0,0.5,3,45.5
2.53,11.05,stable,0.00038567318605126603,7.591133360029073,92.40848096678486,0.00038567318605126777,7.4706489599498465,92.52896536686411,60.0,0.5,3,46.0
2.53,11.05,stable,0.00033630037498322203,7.356788470920393,92.64287522870461,0.0003363003749832236,7.240023529061273,92.75964017056374,60.0,0.5,3,46.5
2.53,11.05,stable,0.00029324813418276393,7.1296732159681175,92.87003353589769,0.0002932481341827654,7.016512985545876,92.98319376631994,60.0,0.5,3,47.0
2.53,11.05,stable,0.00025570732178327953,6.909565172198211,93.09017912048,0.0002557073217832809,6.79989843666645,93.19984585601176,60.0,0.5,3,47.5
2.53,11.05,stable,0.00022297238001462049,6.696248680889844,93.30352834673013,0.00022297238001462173,6.589967646578618,93.40980938104137,60.0,0.5,3,48.0
2.53,11.05,stable,0.00019442807465451018,6.489514651973562,93.51029091995177,0.00019442807465451097,6.386514843833528,93.61329072809181,60.0,0.5,3,48.5
2.53,11.05,stable,0.00016953793205858527,6.289160372771555,93.71067008929637,0.000169537932058586,6.189340533153755,93.8104899289142,60.0,0.5,3,49.0
2.53,11.05,stable,0.00014783415644976515,6.0949893211632595,93.90486284468028,0.00014783415644976586,5.998251311564277,94.00160085427929,60.0,0.5,3,49.5
2.53,11.05,stable,0.00012890883796825762,5.906810983229164,94.09306010793286,0.00012890883796825827,5.813059688930598,94.18681140223143,60.0,0.5,3,50.0
2.53,11.05,stable,0.00011240628624260599,5.724440675399764,94.27544691831399,0.00011240628624260657,5.6335839129305,94.36630368078325,60.0,0.5,3,50.5
2.53,11.05,stable,9.801634539569695e-05,5.5476993711146605,94.45220261253993,9.801634539569751e-05,5.459647798464368,94.54025418519024,60.0,0.5,3,51.0
2.53,11.05,stable,8.546856484514912e-05,5.3764135319781765,94.62350099945697,8.546856484514963e-05,5.291080561490653,94.70883396994451,60.0,0.5,3,51.5
2.53,11.05,stable,7.452711634166022e-05,5.2104149433822045,94.78951052950144,7.452711634166068e-05,5.127716657257662,94.87220881562598,60.0,0.5,3,52.0
2.53,11.05,stable,6.498636171400039e-05,5.049540554553882,94.9503944590844,6.498636171400072e-05,4.969395622889973,95.03053939074829,60.0,0.5,3,52.5
2.53,11.05,stable,5.666698801899218e-05,4.893632322974774,95.10631101003719,5.666698801899247e-05,4.815961924276935,95.18398140873502,60.0,0.5,3,53.0
2.53,11.05,stable,4.9412637458865574e-05,4.74253706310921,95.25741352425331,4.941263745886585e-05,4.667264807201954,95.33268578016059,60.0,0.5,3,53.5
2.53,11.05,stable,4.3086968727241504e-05,4.596106299372062,95.40385061365919,4.3086968727241755e-05,4.523158152643932,95.47679876038734,60.0,0.5,3,54.0
2.53,11.05,stable,3.757109455344805e-05,4.454196123260304,95.54576630564512,3.7571094553448286e-05,4.383500336176387,95.61646209272905,60.0,0.5,3,54.5
2.53,11.05,stable,3.2761347285302655e-05,4.316667054567923,95.68330018408477,3.2761347285302865e-05,4.248154091385127,95.7518131472676,60.0,0.5,3,55.0
2.53,11.05,stable,2.8567330515786265e-05,4.183383906600114,95.81658752606936,2.8567330515786455e-05,4.116986377221723,95.88298505544775,60.0,0.5,3,55.5
2.53,11.05,stable,2.4910220135064078e-05,4.054215655299874,95.94575943447998,2.4910220135064207e-05,3.9898682492073068,96.01010684057256,60.0,0.5,3,56.0
2.53,11.05,stable,2.1721282877112157e-05,3.9290353121981343,96.07094296651898,2.172128287711228e-05,3.8666747343991843,96.13330354431794,60.0,0.5,3,56.5
2.53,11.05,stable,1.894058451789399e-05,3.8077198010972064,96.19226125831827,1.8940584517894103e-05,3.747284710031537,96.25269634938392,60.0,0.5,3,57.0
2.53,11.05,stable,1.651586344642185e-05,3.6901498383965436,96.30983364574,1.6515863446421953e-05,3.631580785740623,96.36840269839593,60.0,0.5,3,57.5
2.53,11.05,stable,1.4401548438125143e-05,3.5762098169695284,96.42377578148202,1.4401548438125236e-05,3.519449189284631,96.48053640916692,60.0,0.5,3,58.0
2.53,11.05,stable,1.2557902170146531e-05,3.4657876935000984,96.53419974859771,1.2557902170146616e-05,3.410779655668481,96.58920778642934,60.0,0.5,3,58.5
2.53,11.05,stable,1.0950274381433193e-05,3.3587748791884744,96.64121417053713,1.0950274381433271e-05,3.3054653195842345,96.69452373014138,60.0,0.5,3,59.0
2.53,11.05,stable,9.548450641200763e-06,3.255066133736004,96.74492431781334,9.548450641200834e-06,3.203402611078579,96.79658784047075,60.0,0.5,3,59.5
2.53,11.05,stable,8.32608448625142e-06,3.1545594625201,96.8454322113954,8.326084486251484e-06,3.1044911543597844,96.89550051955572,60.0,0.5,3,60.0
