N_Ahalf,N_Bhalf,N_Chalf,N_A%,N_B%,N_C%,AnN_A%,AnN_B%,AnN_C%,tfinal,iterlength,elementtotal,timestep
2.53,11.05,stable,0.0010061531787444458,9.6127324593715,90.38626138744974,0.0010061531787444468,9.304121383787733,90.69487246303352,60.0,1.0,3,43.0
2.53,11.05,stable,0.0007650325535715245,9.028506610737265,90.97072835670915,0.0007650325535715258,8.738651759597785,91.26058320784864,60.0,1.0,3,44.0
2.53,11.05,stable,0.000581695531444345,8.479744690204482,91.51967361426405,0.0005816955314443463,8.207507515126496,91.79191078934207,60.0,1.0,3,45.0
2.53,11.05,stable,0.0004422945007015105,7.96430429120182,92.03525341429746,0.00044229450070151094,7.708615024495138,92.29094268100415,60.0,1.0,3,46.0
2.53,11.05,stable,0.0003363003749832231,7.480169949812908,92.51949374981209,0.0003363003749832236,7.240023529061273,92.75964017056374,60.0,1.0,3,47.0
2.53,11.05,stable,0.0002557073217832804,7.025446221764853,92.97429807091333,0.0002557073217832809,6.79989843666645,93.19984585601176,60.0,1.0,3,48.0
2.53,11.05,stable,0.00019442807465451086,6.598350989761451,93.40145458216386,0.00019442807465451097,6.386514843833528,93.61329072809181,60.0,1.0,3,49.0
2.53,11.05,stable,0.00014783415644976567,6.19720903282844,93.80264313301508,0.00014783415644976586,5.998251311564277,94.00160085427929,60.0,1.0,3,50.0
2.53,11.05,stable,0.0001124062862426064,5.8204458764674705,94.17944171724626,0.00011240628624260657,5.6335839129305,94.36630368078325,60.0,1.0,3,51.0
2.53,11.05,stable,8.546856484514943e-05,5.466581932950321,94.5333325984848,8.546856484514963e-05,5.291080561490653,94.70883396994451,60.0,1.0,3,52.0
2.53,11.05,stable,6.498636171400065e-05,5.134226934189675,94.86570807944858,6.498636171400072e-05,4.969395622889973,95.03053939074829,60.0,1.0,3,53.0
2.53,11.05,stable,4.941263745886577e-05,4.822074654663174,95.17787593269934,4.941263745886585e-05,4.667264807201954,95.33268578016059,60.0,1.0,3,54.0
2.53,11.05,stable,3.7571094553448204e-05,4.528897918362537,95.47106451054287,3.7571094553448286e-05,4.383500336176387,95.61646209272905,60.0,1.0,3,55.0
2.53,11.05,stable,2.856733051578638e-05,4.25354388132437,95.74642755134508,2.8567330515786455e-05,4.116986377221723,95.88298505544775,60.0,1.0,3,56.0
2.53,11.05,stable,2.1721282877112248e-05,3.9949295796976143,96.00504869901947,2.172128287711228e-05,3.8666747343991843,96.13330354431794,60.0,1.0,3,57.0
2.53,11.05,stable,1.6515863446421923e-05,3.7520377323051446,96.24794575183137,1.6515863446421953e-05,3.631580785740623,96.36840269839593,60.0,1.0,3,58.0
2.53,11.05,stable,1.2557902170146587e-05,3.523912786105625,96.47607465599216,1.2557902170146616e-05,3.410779655668481,96.58920778642934,60.0,1.0,3,59.0
2.53,11.05,stable,9.548450641200805e-06,3.309657192736922,96.6903332588124,9.548450641200834e-06,3.203402611078579,96.79658784047075,60.0,1.0,3,60.0
