N_Ahalf,N_Bhalf,N_Chalf,N_A%,N_B%,N_C%,AnN_A%,AnN_B%,AnN_C%,tfinal,iterlength,elementtotal,timestep
2.53,11.05,stable,41.615067018082875,52.2994647292763,6.085468252640824,41.61506701808291,52.135027827980764,6.2499051539363295,60.0,0.1,3,3.3000000000000016
2.53,11.05,stable,40.490410482507755,53.09708266680488,6.412506850687366,40.49041048250779,52.930137942097694,6.579451575394519,60.0,0.1,3,3.4000000000000017
2.53,11.05,stable,39.3961480424765,53.859318850628725,6.74453310689478,39.396148042476526,53.689977547739105,6.913874409784373,60.0,0.1,3,3.5000000000000018
2.53,11.05,stable,38.33145829072856,54.58721593691002,7.081325772361419,38.33145829072859,54.415586022808995,7.252955686462409,60.0,0.1,3,3.600000000000002
2.53,11.05,stable,37.295542018719175,55.28178786316595,7.422670118114874,37.29554201871921,55.107974116861826,7.596483864418965,60.0,0.1,3,3.700000000000002
2.53,11.05,stable,36.28762161669404,55.94402062777717,7.7683577555287915,36.28762161669407,55.76812472816015,7.944253655145779,60.0,0.1,3,3.800000000000002
2.53,11.05,stable,35.30694048997716,56.57487304840878,8.11818646161406,35.30694048997719,56.39699365971094,8.296065850311871,60.0,0.1,3,3.900000000000002
2.53,11.05,stable,34.35276249103364,57.17527749991377,8.471960009052596,34.35276249103367,56.99551035484899,8.65172715411734,60.0,0.1,3,4.000000000000002
2.53,11.05,stable,33.424371366881104,57.74614063227355,8.829488000845346,33.42437136688115,57.56457861292019,9.011050020198665,60.0,0.1,3,4.100000000000001
2.53,11.05,stable,32.52107022143495,58.28834406911533,9.190585709449723,32.521070221435,58.105077285602576,9.37385249296243,60.0,0.1,3,4.200000000000001
2.53,11.05,stable,31.642180992383807,58.80274508733117,9.555073920285027,31.642180992383857,58.617860954388625,9.739958053227515,60.0,0.1,3,4.300000000000001
2.53,11.05,stable,30.78704394220263,59.29017727830976,9.92277877948761,30.78704394220268,59.10376058973799,10.109195468059331,60.0,0.1,3,4.4
2.53,11.05,stable,29.95501716292119,59.75145119127792,10.293531645800885,29.955017162921248,59.56358419239629,10.481398644682457,60.0,0.1,3,4.5
2.53,11.05,stable,29.14547609427638,60.18735495923535,10.66716894648827,29.14547609427644,59.9981174173618,10.85640648836176,60.0,0.1,3,4.6
2.53,11.05,stable,28.357813054886506,60.59865490795329,11.0435320371602,28.35781305488657,60.40812418096934,11.234062764144086,60.0,0.1,3,4.699999999999999
2.53,11.05,stable,27.59143678609575,60.98609614849491,11.422467065409338,27.59143678609582,60.79434725154768,11.614215962356505,60.0,0.1,3,4.799999999999999
2.53,11.05,stable,26.845772008146294,61.35040315370274,11.803824838150954,26.845772008146362,61.15750882409446,11.996719167759181,60.0,0.1,3,4.899999999999999
2.53,11.05,stable,26.12025898834503,61.692280319086834,12.187460692568132,26.120258988345096,61.49831107940078,12.381429932254122,60.0,0.1,3,4.999999999999998
2.53,11.05,stable,25.414353120900618,62.01241250853499,12.573234370564387,25.41435312090069,61.81743672804569,12.768210151053616,60.0,0.1,3,5.099999999999998
2.53,11.05,stable,24.727524518115597,62.31146558525574,12.961009896628662,24.727524518115672,62.11554953966978,13.156925942214547,60.0,0.1,3,5.1999999999999975
2.53,11.05,stable,24.059257612626567,62.590086928353,13.350655459020432,24.059257612626645,62.39329485792567,13.547447529447686,60.0,0.1,3,5.299999999999997
2.53,11.05,stable,23.40905077039396,62.848905935420994,13.742043294185047,23.409050770394035,62.651300101492666,13.939649128113297,60.0,0.1,3,5.399999999999997
2.53,11.05,stable,22.77641591415082,63.088534511537276,14.135049574311909,22.7764159141509,62.890175251532355,14.333408834316744,60.0,0.1,3,5.4999999999999964
2.53,11.05,stable,22.16087815702799,63.309567545021615,14.5295542979504,22.160878157028073,63.11051332595165,14.728608517020273,60.0,0.1,3,5.599999999999996
2.53,11.05,stable,21.56197544608064,63.51258337031855,14.925441183600812,21.561975446080723,63.312890840829965,15.125133713089316,60.0,0.1,3,5.699999999999996
2.53,11.05,stable,20.979258215448578,63.69814421835162,15.322597566199805,20.979258215448663,63.497868259357396,15.522873525193944,60.0,0.1,3,5.799999999999995
2.53,11.05,stable,20.41228904888999,63.86679665468802,15.720914296421997,20.41228904889007,63.66599042862184,15.92172052248809,60.0,0.1,3,5.899999999999995
2.53,11.05,stable,19.86064235143526,64.01907200584327,16.120285642721463,19.86064235143534,63.81778700457324,16.321570643991418,60.0,0.1,3,5.999999999999995
2.53,11.05,stable,19.323904029914452,64.1554867740465,16.520609196039047,19.323904029914534,63.95377286548477,16.72232310460069,60.0,0.1,3,6.099999999999994
2.53,11.05,stable,18.801671182118575,64.2765430407782,16.921785777103224,18.80167118211866,64.07444851422187,17.123880303659476,60.0,0.1,3,6.199999999999994
2.53,11.05,stable,18.293551794361353,64.38272885938423,17.323719346254407,18.293551794361438,64.1803004696218,17.52614773601676,60.0,0.1,3,6.299999999999994
2.53,11.05,stable,17.79916444721445,64.47451863706122,17.72631691572431,17.799164447214537,64.27180164727793,17.929033905507538,60.0,0.1,3,6.399999999999993
2.53,11.05,stable,17.318138029195282,64.55237350650073,18.129488464303975,17.318138029195364,64.34941173001556,18.33245024078908,60.0,0.1,3,6.499999999999993
2.53,11.05,stable,16.850111458192448,64.6167416874718,18.53314685433574,16.85011145819253,64.41357752833748,18.736311013469987,60.0,0.1,3,6.5999999999999925
2.53,11.05,stable,16.39473341041973,64.66805883861403,18.937207750966238,16.39473341041981,64.464733331111,19.140533258469173,60.0,0.1,3,6.699999999999992
2.53,11.05,stable,15.951662056695167,64.70674839970559,19.34158954359924,15.951662056695252,64.5033012467599,19.545036696544848,60.0,0.1,3,6.799999999999992
2.53,11.05,stable,15.520564805847236,64.73322192466395,19.746213269488806,15.52056480584732,64.52969153521799,19.949743658934693,60.0,0.1,3,6.8999999999999915
2.53,11.05,stable,15.101118055055545,64.74787940552977,20.151002539414677,15.101118055055625,64.54430293089447,20.35457901404989,60.0,0.1,3,6.999999999999991
2.53,11.05,stable,14.693006946938626,64.75110958767772,20.555883465383644,14.693006946938707,64.54752295689369,20.75947009616761,60.0,0.1,3,7.099999999999991
2.53,11.05,stable,14.29592513320648,64.7432902764915,20.960784590301998,14.29592513320656,64.53972823072586,21.164346636067584,60.0,0.1,3,7.19999999999999
2.53,11.05,stable,13.90957454470047,64.72478863573384,21.365636819565665,13.90957454470055,64.52128476173898,21.569140693560456,60.0,0.1,3,7.29999999999999
2.53,11.05,stable,13.533665167647943,64.69596147783595,21.77037335451608,13.533665167648024,64.49254824049567,21.973786591856314,60.0,0.1,3,7.39999999999999
2.53,11.05,stable,13.1679148259636,64.65715554632501,22.174929627711364,13.167914825963678,64.45386432031242,22.3782208537239,60.0,0.1,3,7.499999999999989
2.53,11.05,stable,12.812048969434246,64.60870779060222,22.579243239963503,12.812048969434326,64.40556889117398,22.78238213939169,60.0,0.1,3,7.599999999999989
2.53,11.05,stable,12.46580046762788,64.55094563327829,22.98325389909381,12.46580046762796,64.34798834622814,23.18621118614391,60.0,0.1,3,7.699999999999989
2.53,11.05,stable,12.128909409372437,64.48418723026748,23.386903360360066,12.128909409372516,64.28143984106204,23.589650749565433,60.0,0.1,3,7.799999999999988
2.53,11.05,stable,11.801122907653673,64.40874172383621,23.790135368510093,11.801122907653752,64.2062315459552,23.99264554639105,60.0,0.1,3,7.899999999999988
2.53,11.05,stable,11.482194909785717,64.32490948879659,24.192895601417675,11.482194909785797,64.12266289129886,24.39514219891534,60.0,0.1,3,7.999999999999988
2.53,11.05,stable,11.171886012711813,64.23298237203018,24.595131615257998,11.17188601271189,64.03102480636679,24.79708918092131,60.0,0.1,3,8.099999999999987
2.53,11.05,stable,10.869963283296599,64.13324392552254,24.99679279118085,10.869963283296677,63.931599951617095,25.198436765086228,60.0,0.1,3,8.199999999999987
2.53,11.05,stable,10.576200083475028,64.0259696330839,25.397830283441053,10.5762000834751,63.82466294470001,25.59913697182489,60.0,0.1,3,8.299999999999986
2.53,11.05,stable,10.290375900126678,63.91142713092671,25.79819696894659,10.290375900126753,63.71048058034191,25.999143519531334,60.0,0.1,3,8.399999999999986
2.53,11.05,stable,10.01227617954775,63.789876422266126,26.197847398186106,10.012276179547824,63.58931204427117,26.398411776181003,60.0,0.1,3,8.499999999999986
2.53,11.05,stable,9.741692166396492,63.66157008610522,26.596737747498267,9.741692166396565,63.4614091213468,26.79689871225663,60.0,0.1,3,8.599999999999985
2.53,11.05,stable,9.478420746991157,63.52675348036205,26.99482577264677,9.478420746991231,63.3270163980469,27.19456285496187,60.0,0.1,3,8.699999999999985
2.53,11.05,stable,9.222264296842887,63.38566493949159,27.3920707636655,9.22226429684296,63.18637145946929,27.591364243687742,60.0,0.1,3,8.799999999999985
2.53,11.05,stable,8.973030532309032,63.23853596675148,27.78843350093947,8.973030532309105,63.0397050809927,27.987264386698193,60.0,0.1,3,8.899999999999984
2.53,11.05,stable,8.730532366255582,63.08559142125639,28.18387621248801,8.730532366255655,62.88724141474296,28.382226219001378,60.0,0.1,3,8.999999999999984
2.53,11.05,stable,8.49458776762036,62.92704969996193,28.578362532417692,8.494587767620434,62.72919817100483,28.77621406137473,60.0,0.1,3,9.099999999999984
2.53,11.05,stable,8.265019624771533,62.76312291471524,28.971857460513206,8.265019624771606,62.56578679471587,29.169193580512527,60.0,0.1,3,9.199999999999983
2.53,11.05,stable,8.041655612558916,62.59401706450571,29.36432732293536,8.041655612558989,62.39721263717553,29.561131750265478,60.0,0.1,3,9.299999999999983
2.53,11.05,stable,7.824328062958219,62.41993220304557,29.755739733996194,7.824328062958287,62.22367512309895,29.951996813942756,60.0,0.1,3,9.399999999999983
2.53,11.05,stable,7.612873839211177,62.24106260180675,30.14606355898205,7.612873839211246,62.04536791314111,30.341758247647636,60.0,0.1,3,9.499999999999982
2.53,11.05,stable,7.407134213367073,62.05759690863681,30.535268877996096,7.407134213367141,61.86247906201412,30.730386724618743,60.0,0.1,3,9.599999999999982
2.53,11.05,stable,7.206954747133712,61.869718302073544,30.92332695079272,7.2069547471337785,61.67519117231656,31.117854080549666,60.0,0.1,3,9.699999999999982
2.53,11.05,stable,7.012185175948447,61.677604641474645,31.31021018257689,7.012185175948512,61.4836815441912,31.504133279860277,60.0,0.1,3,9.799999999999981
2.53,11.05,stable,6.8226792961821925,61.48142861307549,31.695892090742298,6.822679296182259,61.288122320923534,31.889198382894207,60.0,0.1,3,9.89999999999998
2.53,11.05,stable,6.638294855391789,61.28135787208535,32.080347272522836,6.638294855391854,61.08868063059116,32.27302451401698,60.0,0.1,3,9.99999999999998
2.53,11.05,stable,6.458893445538309,61.07755518092905,32.46355137353262,6.458893445538375,60.88551872387086,32.65558783059077,60.0,0.1,3,10.09999999999998
2.53,11.05,stable,6.2843403990911755,60.870178543738334,32.84548105717047,6.284340399091241,60.67879410810708,33.03686549280168,60.0,0.1,3,10.19999999999998
2.53,11.05,stable,6.114504687940078,60.65938133719451,33.226113974865385,6.114504687940143,60.4686596777432,33.416835634316655,60.0,0.1,3,10.29999999999998
2.53,11.05,stable,5.949258825038826,60.445312437820924,33.60542873714022,5.949258825038891,60.25526384121374,33.79547733374738,60.0,0.1,3,10.399999999999979
2.53,11.05,stable,5.788478768707293,60.228116345821356,33.98340488547132,5.788478768707354,60.03875064439343,34.17277058689921,60.0,0.1,3,10.499999999999979
2.53,11.05,stable,5.632043829519626,60.007933305557785,34.36002286492256,5.632043829519687,59.81925989069621,34.5486962797841,60.0,0.1,3,10.599999999999978
2.53,11.05,stable,5.479836579708819,59.78489942275841,34.73526399753275,5.479836579708879,59.596927257914615,34.923236162376504,60.0,0.1,3,10.699999999999978
2.53,11.05,stable,5.331742765019654,59.559146778544374,35.10911045643594,5.331742765019714,59.371884411888125,35.296372823092156,60.0,0.1,3,10.799999999999978
2.53,11.05,stable,5.187651218943826,59.330803540361316,35.48154524069483,5.187651218943886,59.14425911708581,35.66808966397031,60.0,0.1,3,10.899999999999977
2.53,11.05,stable,5.047453779272895,59.099994069899324,35.85255215082775,5.047453779272955,58.91417534418705,36.03837087653999,60.0,0.1,3,10.999999999999977
2.53,11.05,stable,4.911045206906402,58.866839028082985,36.22211576501058,4.9110452069064605,58.681753374741454,36.40720141835209,60.0,0.1,3,11.099999999999977
2.53,11.05,stable,4.778323106854222,58.631455477210615,36.590221415935126,4.7783231068542795,58.44710990298695,36.77456699015877,60.0,0.1,3,11.199999999999976
2.53,11.05,stable,4.649187851373843,58.393956980319885,36.956855168306234,4.649187851373901,58.21035813490298,37.140454013723115,60.0,0.1,3,11.299999999999976
2.53,11.05,stable,4.523542505184877,58.15445369785485,37.32200379696024,4.523542505184933,57.971607884573594,37.504849610241465,60.0,0.1,3,11.399999999999975
2.53,11.05,stable,4.4012927527046655,57.91305248170741,37.68565476558789,4.40129275270472,57.730965667933276,37.86774157936198,60.0,0.1,3,11.499999999999975
2.53,11.05,stable,4.282346827250362,57.66985696670427,38.047796206045334,4.282346827250415,57.48853479396621,38.22911837878337,60.0,0.1,3,11.599999999999975
2.53,11.05,stable,4.16661544215434,57.42496765960843,38.4084168982372,4.166615442154393,57.24441545342792,38.588969104417686,60.0,0.1,3,11.699999999999974
2.53,11.05,stable,4.054011723741225,57.178482025702536,38.7675062505562,4.054011723741278,56.99870480515646,38.94728347110225,60.0,0.1,3,11.799999999999974
2.53,11.05,stable,3.9444511461162373,56.93049457301953,39.1250542808642,3.944451146116289,56.751497060038155,39.30405179384556,60.0,0.1,3,11.899999999999974
2.53,11.05,stable,3.837851467715893,56.681096934284156,39.481051597999915,3.8378514677159443,56.50288356269154,39.65926496959251,60.0,0.1,3,11.999999999999973
2.53,11.05,stable,3.7341326695734383,56.4303779466274,39.83548938379912,3.734132669573489,56.252952870931125,40.012914459495384,60.0,0.1,3,12.099999999999973
2.53,11.05,stable,3.6332168952526738,56.17842372913407,40.18835937561322,3.6332168952527235,56.00179083307113,40.364992271676144,60.0,0.1,3,12.199999999999973
2.53,11.05,stable,3.535028392405079,55.925317758282084,40.53965384931279,3.5350283924051285,55.74948066312767,40.7154909444672,60.0,0.1,3,12.299999999999972
2.53,11.05,stable,3.439493455906372,55.67114094133071,40.88936560276287,3.4394934559064207,55.49610301397613,41.06440353011744,60.0,0.1,3,12.399999999999972
2.53,11.05,stable,3.3465403725298124,55.41597168771302,41.23748793975712,3.3465403725298604,55.24173604851929,41.411723578950856,60.0,0.1,3,12.499999999999972
2.53,11.05,stable,3.256099367114725,55.15988597848677,41.58401465439846,3.256099367114771,54.98645550891971,41.75744512396552,60.0,0.1,3,12.599999999999971
2.53,11.05,stable,3.1681025501898272,54.9029574338962,41.92894001591393,3.1681025501898725,54.730334783949196,42.101562665860925,60.0,0.1,3,12.69999999999997
2.53,11.05,stable,3.08248386701205,54.64525737909578,42.272258753892125,3.0824838670120944,54.473444974505874,42.44407115848203,60.0,0.1,3,12.79999999999997
2.53,11.05,stable,2.9991790479825964,54.38685490808584,42.61396604393152,2.9991790479826403,54.21585495734875,42.784965994668596,60.0,0.1,3,12.89999999999997
2.53,11.05,stable,2.9181255604030154,54.12781694590829,42.954057493688644,2.918125560403059,53.957631447098,43.124242992498935,60.0,0.1,3,12.99999999999997
2.53,11.05,stable,2.8392625615350813,53.86820830914971,43.29252912931516,2.839262561535124,53.69883905654766,43.46189838191721,60.0,0.1,3,13.09999999999997
2.53,11.05,stable,2.7625308529292374,53.60809176479739,43.62937738227332,2.76253085292928,53.43954035533677,43.797928791733945,60.0,0.1,3,13.199999999999969
2.53,11.05,stable,2.6878728359873265,53.34752808749325,43.96459907651937,2.6878728359873683,53.179795927023186,44.132331236989444,60.0,0.1,3,13.299999999999969
2.53,11.05,stable,2.615232468726247,53.08657611522861,44.29819141604509,2.615232468726288,52.919664424603276,44.46510310667043,60.0,0.1,3,13.399999999999968
2.53,11.05,stable,2.54455522371008,52.82529280352235,44.630151972767514,2.5445552237101206,52.65920262451974,44.79624215177014,60.0,0.1,3,13.499999999999968
2.53,11.05,stable,2.475788047119115,52.56373327812336,44.960478674757475,2.475788047119155,52.39846547919832,45.12574647368252,60.0,0.1,3,13.599999999999968
2.53,11.05,stable,2.408879318925036,52.30195088627722,45.289169794797694,2.4088793189250746,52.13750616815334,45.4536145129216,60.0,0.1,3,13.699999999999967
2.53,11.05,stable,2.343778814142391,52.03999724659608,45.616223939261474,2.343778814142429,51.876376147700725,45.77984503815684,60.0,0.1,3,13.799999999999967
2.53,11.05,stable,2.2804376651272436,51.77792229756948,45.941640037303216,2.2804376651272804,51.61512519931635,46.10443713555636,60.0,0.1,3,13.899999999999967
2.53,11.05,stable,2.218808324894712,51.51577434475295,46.26541733035228,2.2188083248947486,51.353801476676274,46.42739019842896,60.0,0.1,3,13.999999999999966
2.53,11.05,stable,2.158844531427865,51.253600106670135,46.58755536190194,2.1588445314279006,51.092451551414506,46.74870391715759,60.0,0.1,3,14.099999999999966
2.53,11.05,stable,2.100501272951171,50.99144475946339,46.90805396758538,2.100501272951206,50.83112045763322,47.068378269415575,60.0,0.1,3,14.199999999999966
2.53,11.05,stable,2.0437347541424447,50.72935198032662,47.22691326553088,2.0437347541424793,50.569851735199066,47.38641351065844,60.0,0.1,3,14.299999999999965
2.53,11.05,stable,1.988502363257923,50.46736398975342,47.5441336469886,1.988502363257957,50.308687471858434,47.702810164883594,60.0,0.1,3,14.399999999999965
2.53,11.05,stable,1.934762640145791,50.2055215926326,47.85971576722155,1.9347626401458242,50.04766834420382,48.01756901565035,60.0,0.1,3,14.499999999999964
2.53,11.05,stable,1.8824752451241504,49.94386421822224,48.17366053665356,1.8824752451241833,49.78683365752213,48.330691097353686,60.0,0.1,3,14.599999999999964
2.53,11.05,stable,1.83160092870007,49.68242995903271,48.48596911226716,1.8316009287001025,49.526221384555534,48.64217768674436,60.0,0.1,3,14.699999999999964
2.53,11.05,stable,1.7821015021069828,49.421255608648266,48.796642889244694,1.7821015021070148,49.26586820320403,48.95203029468896,60.0,0.1,3,14.799999999999963
2.53,11.05,stable,1.7339398086383178,49.16037669851579,49.105683492845834,1.7339398086383482,49.00580953319863,49.260250658163024,60.0,0.1,3,14.899999999999963
2.53,11.05,stable,1.6870796957558467,48.899827533728875,49.41309277051522,1.6870796957558776,48.746079571772874,49.566840732471235,60.0,0.1,3,14.999999999999963
2.53,11.05,stable,1.6414859879518093,48.639641227834296,49.718872784213836,1.6414859879518389,48.48671132835985,49.8718026836883,60.0,0.1,3,15.099999999999962
2.53,11.05,stable,1.5971244603444452,48.37984973668747,50.02302580296803,1.5971244603444752,48.227736658341286,50.175138881314226,60.0,0.1,3,15.199999999999962
2.53,11.05,stable,1.5539618129871127,48.12048389138259,50.32555429563024,1.5539618129871413,47.96918629587403,50.47685189113882,60.0,0.1,3,15.299999999999962
2.53,11.05,stable,1.5119656458717092,47.86157343028255,50.626460923845684,1.5119656458717368,47.71108988581938,50.776944468308876,60.0,0.1,3,15.399999999999961
2.53,11.05,stable,1.4711044346076305,47.60314703017306,50.92574853521925,1.4711044346076583,47.45347601479919,51.07541955059317,60.0,0.1,3,15.499999999999961
2.53,11.05,stable,1.4313475067580106,47.34523233656465,51.223420156677285,1.431347506758037,47.19637224140258,51.372280251839385,60.0,0.1,3,15.59999999999996
2.53,11.05,stable,1.392665018815481,47.08785599316563,51.51947898801883,1.3926650188155076,46.9398051255663,51.66752985561818,60.0,0.1,3,15.69999999999996
2.53,11.05,stable,1.3550279338001645,46.831043670548645,51.81392839565114,1.35502793380019,46.68380025715108,51.96117180904874,60.0,0.1,3,15.79999999999996
2.53,11.05,stable,1.3184079994630886,46.57482009403236,52.1067719065045,1.3184079994631142,46.42838228373569,52.25320971680118,60.0,0.1,3,15.89999999999996
2.53,11.05,stable,1.2827777270786567,46.31920907079994,52.39801320212135,1.2827777270786813,46.17357493765016,52.54364733527115,60.0,0.1,3,15.99999999999996
2.53,11.05,stable,1.248110370810257,46.06423351627466,52.68765611291503,1.2481103708102816,45.91940106226844,52.83248856692127,60.0,0.1,3,16.09999999999996
2.53,11.05,stable,1.2143799076335209,45.80991547977301,52.97570461259342,1.2143799076335446,45.665882637580815,53.11973745478564,60.0,0.1,3,16.19999999999996
2.53,11.05,stable,1.1815610178021603,45.55627616945478,53.26216281274301,1.1815610178021831,45.413040805065684,53.40539817713211,60.0,0.1,3,16.29999999999996
2.53,11.05,stable,1.1496290658417183,45.30333597658925,53.54703495756898,1.14962906584174,45.160895891879264,53.68947504227899,60.0,0.1,3,16.399999999999963
2.53,11.05,stable,1.1185600820569706,45.05111449915593,53.830325418787055,1.1185600820569914,44.90946743438225,53.97197248356076,60.0,0.1,3,16.499999999999964
2.53,11.05,stable,1.0883307445390906,44.799630564797994,54.11203869066287,1.0883307445391108,44.658774201021075,54.2528950544398,60.0,0.1,3,16.599999999999966
2.53,11.05,stable,1.0589183616590783,44.54890225314595,54.39217938519493,1.0589183616590976,44.408834214581304,54.53224742375959,60.0,0.1,3,16.699999999999967
2.53,11.05,stable,1.0303008550343047,44.298946917528504,54.67075222743715,1.0303008550343222,44.159664773830364,54.81003437113531,60.0,0.1,3,16.79999999999997
2.53,11.05,stable,1.0024567429553919,44.049781206087424,54.94776205095714,1.0024567429554088,43.91128247456588,55.086260782478696,60.0,0.1,3,16.89999999999997
2.53,11.05,stable,0.975365124260984,43.80142108231244,55.22321379342653,0.9753651242610002,43.66370323008612,55.360931645652876,60.0,0.1,3,16.99999999999997
2.53,11.05,stable,0.9490056626483064,43.553881845011915,55.49711249233973,0.949005662648322,43.416942291097854,55.634052046253814,60.0,0.1,3,17.099999999999973
2.53,11.05,stable,0.9233585714077361,43.30717814773468,55.769463280857536,0.9233585714077511,43.171014265077076,55.905627163515184,60.0,0.1,3,17.199999999999974
2.53,11.05,stable,0.8984045985699228,43.061324017657846,56.040271383772186,0.8984045985699373,42.92593313509746,56.17566226633261,60.0,0.1,3,17.299999999999976
2.53,11.05,stable,0.8741250124543132,42.81633287395508,56.30954211359056,0.8741250124543268,42.68171227814091,56.44416270940477,60.0,0.1,3,17.399999999999977
2.53,11.05,stable,0.8505015876082292,42.57221754565952,56.57728086673221,0.8505015876082425,42.438364482904255,56.71113392948748,60.0,0.1,3,17.49999999999998
2.53,11.05,stable,0.8275165911259461,42.32899028903492,56.843493119839096,0.8275165911259587,42.195901967115844,56.97658144175819,60.0,0.1,3,17.59999999999998
2.53,11.05,stable,0.8051527693375001,42.08666280446851,57.10818442619395,0.8051527693375122,41.95433639437525,57.24051083628724,60.0,0.1,3,17.69999999999998
2.53,11.05,stable,0.7833933348572347,41.84524625289846,57.371360412244265,0.7833933348572462,41.71367889052905,57.502927774613696,60.0,0.1,3,17.799999999999983
